Offered Load (G),slotted_aloha,pure_aloha,non_persistent_csma,one_persistent_csma,p_persistent_csma
0.01,0.009900498337491681,0.009801986733067553,0.009899019899519733,0.009997010429748241,0.009989485705487681
0.010232929922807542,0.010128751004856936,0.010025632706594652,0.010127215398472353,0.010229775453412639,0.01022190763705697
0.010471285480508996,0.010362209739165924,0.01025427020190894,0.010360615154294915,0.010467956630211148,0.010459730374722243
0.010715193052376065,0.0106009906333902,0.01048800538262879,0.010599335236896558,0.010711679770866322,0.010703079064473469
0.01096478196143185,0.01084521224386237,0.010726946420653026,0.010843494182817512,0.010961073594415557,0.010952081733449248
0.011220184543019636,0.011094995636516778,0.010971203521862689,0.011093213041926547,0.0112162697944977,0.011206869355238222
0.01148153621496883,0.011350464433697232,0.011220888951485625,0.011348615424727706,0.011477403107086087,0.011467575916601382
0.011748975549395297,0.011611744861521953,0.011476117059075941,0.011609827550270018,0.011744611379695078,0.011734338485642537
0.012022644346174132,0.011878965797794773,0.01173700430305769,0.011876978294652823,0.012018035642087305,0.012007297281454589
0.012302687708123818,0.0121522588204502,0.012003669274779208,0.012150199240118254,0.01229782017850906,0.012286595745269519
0.012589254117941675,0.012431758256518714,0.012276232722021635,0.012429624724721469,0.012584112601481316,0.012572380613140153
0.012882495516931342,0.012717601231597047,0.012554817571902029,0.012715391892567908,0.012877063927173967,0.012864801990182336
0.013182567385564075,0.013009927719806814,0.012839548953108217,0.013007640744605791,0.013176828652391025,0.0131640134264059
0.01348962882591654,0.013308880594223076,0.013130554217399148,0.01330651418996067,0.013483564833194281,0.013470171994163407
0.013803842646028852,0.013614605677752844,0.013427962960301087,0.013612158097797627,0.013797434165193294,0.01378343836724556
0.014125375446227547,0.013927251794441632,0.013731907040926168,0.01392472134969524,0.014118602065529062,0.014103976901652682
0.01445439770745928,0.014246970821184276,0.01404252060083618,0.01424435589251396,0.014447237756578907,0.014431955718071201
0.01479108388168208,0.01457391773981426,0.014359940081870342,0.014571216791740046,0.014783514351409894,0.014767546786084792
0.015135612484362087,0.01490825068954364,0.014684304242851774,0.014905462285284561,0.015127608941007618,0.015110926010149605
0.01548816618912482,0.015250131019723454,0.015015754175083074,0.015247253837715226,0.01547970268330729,0.015462273317362853
0.01584893192461114,0.01559972334289215,0.015354433316536876,0.01559675619489719,0.01583998089405323,0.015821772747054347
